filename,name,size_m,category,description
hummingbird.png,Hummingbird,0.1,Biology,"Hummingbirds flap their wings 12-80 times per second, which is about the same frequency as the lowest notes on the piano. They can also fly backwards and hover in mid-air. Amazing skills!"
hydra.png,Hydra,400000,Biology,"Hydra is one of Pluto's moons. It's named after the seven-headed serpent from Greek mythology. Of course, Hydra will grow two heads if you cut one off. If you want Hydra to have n heads, all you have to do is cut off n-7 heads! However, this will not work if you want less than seven."
hydrogen-atom.png,Hydrogen Atom,1.1e-10,Chemistry,"Hydrogen is the most abundant element in the universe. It's usually just a proton and an electron! A hydrogen atom is so small you can't even see it with your naked eye, even if you try your hardest."
ic-1101.png,IC 1101,5e+21,Galaxies,"IC 1101 is the largest known galaxy. It contains about 100 trillion stars. Our galaxy, the Milky Way, has only 250 billion, so IC 1101 has 400 times more stars than the Milky Way."
inch-ruler.png,Inch Ruler,0.3,Everyday Objects,"For all of you people not accustomed to the metric system, here's an inch ruler, which is approximately one foot long. Unfortunately, almost everything else is in the metric system."
infrared-wavelength.png,Infrared Wavelength,0.000015,Electromagnetic Spectrum,"Things that are extremely rare are ""inf-rare"". (infinitely rare). Inf-rare is also a verb, meaning ""to make inf-rare"". (e.g., ""John inf-rared the precious food by eating the last of it."") Infrared light used to be quite common, but one day, a scientist somehow ""infrared"" it."
io.png,Io,3600000,Solar System,"Io has a lot of volcanoes - the most in the Solar System! Io's geysers emit frozen sulfur dioxide up to 500 kilometers into space! The landscape of Io is constantly changing. In one year, it will look very different!"
iss.png,ISS,108,Human Structures,"The International Space Station is pretty cool. It floats around in low Earth orbit, and you can even see it from Earth! The ISS has had humans within it continuously since November 2000, which is a record for a spacecraft. (They weren't all the same humans.)"
italy.png,Italy,1100000,Geography,"Italy was the home to Leonardo Da Vinci, who was an inventor, mathematician, engineer, painter, sculptor, scientist, musician, and much more. Many other painters, including Raphael and Michelangelo, were also from Italy."
japanese-spider-crab.png,Japanese Spider Crab,3.8,Biology,"The Japanese Spider Crab is the largest arthropod. However, not all Japanese Spider Crabs get to be this size. Some are only one meter across. Unfortunately, fishermen have killed many of them. That's a lot of crab meat!"
jupiter.png,Jupiter,140000000,Solar System,"Jupiter is the largest planet in the solar system. However, it is not the largest known planet. That's TrES-4b. Jupiter is a gas giant, so it's just a ball of gas. You can't land anywhere on it. Also, Jupiter has 80 moons, including the four Gallilean moons."
kapteyns-star.png,Kapteyn's Star,400000000,Stars,"Kapteyn's Star is only thirteen light-years away. Even so, its magnitude is +9, so you need binoculars to see it. Around 10,000 years ago, Kapteyn's Star was only seven light-years away!"
kuiper-belt.png,Kuiper Belt,1.2E+13,Astronomical Distances,The Kuiper Belt is a region of the Solar System outside the orbit of Neptune where small bodies orbit. Many dwarf planets exist here. It's like a larger asteroid belt.
ky-cygni.png,KY Cygni,1.4E+12,Stars,"KY Cygni is 200,000 times more luminous than the Sun, and the Sun is pretty luminous, isn't it? The Sun is so luminous you aren't supposed to look at it! However, it's okay to look at KY Cyngi because it is 300 million times farther away."
la-superba.png,La Superba,5.9E+11,Stars,"La Superba is one of the reddest stars in the night sky. It is so red because of all the carbon-13 it creates when fusing helium. (Normal carbon is carbon-12.) La Superba is only 2700° C, making it one of the coldest stars."
lagoon-nebula.png,Lagoon Nebula,330000000000000000,Nebulae,"The Lagoon Nebula is a nebula that was named the Lagoon Nebula in 1747, the year it was discovered. It is 4,000 light-years away from us and includes tornadoes that emit UV light."
large-hadron-collider.png,Large Hadron Collider,8600,Human Structures,"The Large Hadron Collider is the world's largest and highest-energy particle accelerator. It smashes protons into protons, and studies some of the tiniest things in the universe: quarks and leptons, and even the Higgs boson."
large-magellanic-cloud.png,Large Magellanic Cloud,130000000000000000000,Galaxies,"The Large Magellanic Cloud is only called large because it is larger than the galaxy nearest to it, the Small Magellanic Cloud. If the Small Magellanic Cloud were larger, the Large Magellanic Cloud would be called the Smaller Magellanic Cloud! We think the two galaxies used to be one, and were split apart by the Milky Way."
largest-bacteria.png,Largest Bacteria,0.009,Microbiology,"The largest bacteria, which is Thiomargarita magnifica, is almost one centimeter in length. It was discovered in the swamps of Guadeloupe. Can you imagine being in the water and seeing these things? They're very visible!"
largest-hailstone.png,Largest Hailstone,0.2,Everyday Objects,"The largest hailstone was found in South Dakota. However, most hailstones don't even come close to this size. The average diameter is a measly centimeter. Oh, I would also like to point out that not all hailstones are round."
largest-virus.png,Largest Virus,0.0000015,Microbiology,"The largest virus, known as Pithovirus, was discovered 30 meters undergound in the Siberian Permafrost. It's thought to have been there for 300,000 years; and still able to infect living things! Thankfully, it seems to only be interested in amoebae."
lcd-pixel.png,LCD Pixel,0.0003,Everyday Objects,"Although the size of pixels differs greatly, 300 micrometers is about the average. Pixels contain three subpixels that are red, green, and blue. Pixels are pretty cool, but voxels are even better. They are three-dimensional pixels."
lengths-shorter-than-this-are-not-confirmed.png,Lengths shorter than this are not confirmed.,1e-16,Subatomic Physics,"All the objects that are smaller than this are unmeasured. The sizes that they appear are only estimates. Some things, like quantum foam, are just hypothesized. They aren't fact."
leo-ii-dwarf-galaxy.png,Leo II Dwarf Galaxy,22000000000000000000,Galaxies,"The Leo II Dwarf Galaxy is a satellite of the Milky Way Galaxy. It is one of the largest of around a hundred known satellites of the Milky Way. Like most dwarf galaxies, the stars in Leo II are metal-poor. They're also relatively old."
light-day.png,Light-Day,2.6E+13,Astronomical Distances,"Even in just twenty-four hours, light manages to zoom across the distance of 26 billion kilometers. That is distance is further than any human or space probe has traveled."
light-year.png,Light-Year,10000000000000000,Astronomical Distances,"In one year, light travels about 9.46 trillion kilometers. This distance is known as a light-year. The light-year is commonly used for measuring astronomical distances."
luytens-star.png,Luyten's Star,490000000.0000001,Stars,Luyten's Star is a red dwarf star 12 light-years away from us. It is so close to the star Procyon that Procyon appears 10 times brighter to Luyten's Star than Sirius appears to us.
maip.png,Maip,10,Biology,"A genus of large theropod dinosaur from the Late Cretaceous (approximately 70 million years ago) discovered in modern-day Patagonia. Named Maip macrothorax, it was a member of the megaraptorid family and measured around 33 feet (10 meters) long, and 11.4 feet (3.5 meters) wide. Maip was a fast predator, with large claws on its hands, slender legs, and a probable covering of protofeathers."
maraapunisaurus-fragillimus.png,Maraapunisaurus Fragillimus,30,Biology,Maraapunisaurus fragillimus was the largest dinosaur ever! It weighed over 100 tons! It's so big you could build your house on top of it if you wanted to!
marathon.png,Marathon,42200,Everyday Objects,"A marathon is 42.2 kilometers, or 26.2 miles. About one thousandth of Americans have run a marathon. According to legend, after a Greek victory in the Battle of Marathon, Pheidippides was sent to Athens to tell the news. The distance was a marathon!"
mars.png,Mars,6800000,Solar System,"Mars is known as the Red Planet. It is red because it is rusty. Many people believe water and life once existed on Mars. However, even if that is true, the life wouldn't be like the little green men of sci-fi stories."
matchstick.png,Matchstick,0.05,Everyday Objects,"The matchstick is a very useful little tool. When struck against something, it can light on fire. This makes it very dangerous! That's why it's good to never play with matches. Got that?"
mercury.png,Mercury,4900000,Solar System,"Mercury is the closest planet to the Sun. It has no atmosphere. During the day, temperatures reach 430 °C, but at night, the temperatures fall to -180 °C. One Mercurian year is 88 Earth days."
messier-54.png,Messier 54,2900000000000000000,Galaxies,"Messier 54, or M54, or NGC 6715, is another globular cluster. It is in the Sagittarius Dwarf Galaxy, which would mean it's the first globular cluster outside of the Milky Way to be discovered."
microwave-wavelength.png,Microwave Wavelength,0.01,Electromagnetic Spectrum,"Actually, the range of microwaves is pretty large. They range from one millimeter to one meter. So you see, this electromagnetic wave, with a wavelength of one centimeter, comfortably fits into this range and thus is a microwave!"
milky-way.png,Milky Way,1.2e+21,Galaxies,"The Milky Way is the galaxy we live in. You can't see the whole thing at once, of course, but on a dark night you might be able to see a streak that spans the whole sky! It looks milky, so it's the Milky Way."
mimivirus.png,Mimivirus,4e-7,Microbiology,"This little thingy was discovered in 1992 within an amoeba, which is only 500 times larger. Mimivirus used to be the largest virus known, but now that is the Pithovirus."
minecraft-world.png,Minecraft World,64000000,Human Structures,"Stretching from the coordinates +32,000,000 to -32,000,000, the Minecraft world spans a total of 64,000 kilometers. This world has approximately 130 quadrillion blocks in it! That sure is a lot!"
mist-droplet.png,Mist droplet,0.00015,Everyday Objects,"Mist can reduce visibility a bit. It can also reflect light, so that you can see rays of light shining through it. That's pretty cool. If you want to find mist, go to the coast or the mountains. Mist is more common there."
mitochondrion.png,Mitochondrion,0.000001,Microbiology,"These organelles can turn the chemical energy from glucose into ATP, which can easily be used for energy. About 120,000,000,000,000,000,000,000,000 ATP molecules are created every day in your body by mitochondria."
moon.png,Moon,3500000,Solar System,"The Moon, also known as ""Luna” is the brightest object in the night sky. It orbits Earth every 27 days, 7 hours and 43 minutes. I like to imagine seeing several moons scattered across the night sky. That would be amazing!"
mount-everest.png,Mount Everest,8800,Geography,"Mount Everest is the highest mountain on Earth at 8,848 meters. It is constantly growing, like children do. Not many people can climb it without using an oxygen tank."
mu-cephei.png,Mu Cephei,1.4E+12,Stars,"Mu Cephei is very red. It is sometimes referred to as ""Herschel's Garnet Star"" because it is garnet red. Another alternative name is Erakis, if you don't like the first two names."
neptune.png,Neptune,49000000,Solar System,"Currently, Neptune is the farthest planet in the Solar System from the Sun. It takes 164.8 Earth years for it to orbit the Sun. You'll never see Neptune complete a single orbit in your whole life, unless life expectancies increase."
neutrino.png,Neutrino,1e-24,Subatomic Physics,"Neutrinos pass through ordinary matter like you and me all the time! In fact, they're doing it right now! Neutrinos have no charge, so they are only affected by gravity and the weak force. However, they are so small that they are barely affected."
neutron.png,Neutron,1e-15,Subatomic Physics,"Neutrons are found within an atom's nucleus. They are thousands of times smaller than the atom itself. They have two down quarks and one up quark. Therefore, the neutron's charge is -1/3-1/3+2/3 = 0."
neutron-star.png,Neutron Star,24000,Stars,"Neutron stars are made of tightly packed neutrons. As a result, they are extremely dense. One milliliter of neutron star material weighs 1 billion kilograms!"
ngc-1232.png,NGC 1232,1.9e+21,Galaxies,"NGC 1232 is a pretty big galaxy. It's bigger than ours, but it's not the biggest. Of course, IC 1101 is not the biggest galaxy, it's only the biggest galaxy we know of. There are probably many more!"
ngc-3310.png,NGC 3310,290000000000000000000,Galaxies,"NGC 3310 is another one of those galaxies that have collided with other galaxies, altering their shape. It is a spiral galaxy that has very beautiful arms and is around 35 million light-years away."
ngc-4889.png,NGC 4889,2.4e+21,Galaxies,"This very large galaxy, which is also known as Caldwell 35, is the brightest galaxy in the Coma cluster. It is going away from us at 6,500 kilometers per second. At that speed, it could circumnavigate the Earth in less than seven seconds!"
nix.png,Nix,35000,Solar System,"Nix is the smallest known moon of Pluto. Its name is the second shortest name of a moon, the shortest being Io. The name comes from the primordial Greek goddess Nyx, who was the night."
north-america-nebula.png,North America Nebula,950000000000000000,Nebulae,The apparent size of the North America Nebula is very large. It appears almost four times as large as a full moon. It's just very dim... so... you know...you need longer exposure times to see it.
oak-tree.png,Oak Tree,15,Biology,"The oak tree is a tree. They can live a very long time, longer than even a human can! Oak trees produce thousands of acorns a year. Acorns are good. Almost as good as ice cubes."
observable-universe.png,Observable Universe,8.800000000000002e+26,Large-Scale Structure,"The radius, which is half of the diameter, is about 46 billion light-years. You might expect to only see 13.7 billion light-years away because light has had only 13.7 billion years to travel, but due to the expansion of space, the objects that used to be 13.7 billion light-years away are now 46 billion light-years away, and we can see these."
omega-centauri.png,Omega Centauri,1600000000000000000,Galaxies,"Omega Centauri is a globular cluster. It is the brightest globular cluster. The center is very crowded. Stars there are 0.1 light-years apart, which is 2% of the distance from our Sun to the nearest star. (That is really close!)"
oort-cloud.png,Oort Cloud,18000000000000000,Astronomical Distances,"The Oort Cloud is the outermost region of the solar system. Water ice, ammonia ice, methane ice and comets loosely fill the region. The boundary of the Oort Cloud is also the boundary of the Sun's gravitational pull."
orion-nebula.png,Orion Nebula,230000000000000000,Nebulae,"The Orion Nebula is one of the most visible nebulae ever! As the name suggests, it lies in the constellation Orion. Did you know that bullets of gas exist in this nebula?"
ovum.png,Ovum (Human Egg),0.00012,Microbiology,"An ovum is the largest cell in the human body. Animals that develop within eggs within their mother are ovoviviparous, which humans are not. Ovoviviparous is the only English word starting with ""vowel-v-vowel-v-vowel-v-vowel""."
palm-jebel-ali.png,Palm Jebel Ali,8000,Geography,"Palm Jebel Ali is the largest man-made island (not including islands like Flevopolder, where a region of the Netherlands was drained so there could be more land). Palm Jebel Ali is not complete. It is part of the Palm Islands and is planned to house 250,000 people!"
paramecium.png,Paramecium,0.0002,Microbiology,"Paramecia vary quite a lot in size, between 50 and 330 micrometers. These little guys are protists and like to swim in water. They can move two millimeters per second!"
parsec.png,Parsec,31000000000000000,Astronomical Distances,"Earth's movement around the Sun causes nearby stars to appear to move, called parallax. If a nearby star is perpendicular to the solar system and is exactly one parsec away, its parallax will be exactly one arcsecond (1/3600°). Parallax + Arcsec = Parsec"
patagotitan.png,Patagotitan,30.90295432513591,Biology,"A colossal sauropod dinosaur from the Late Cretaceous (about 100 million years ago), closely related to Argentinosaurus. Found in Patagonia, it is estimated to have reached lengths of up to 122 feet (37 meters) and weighed 55–77 tons. It was a slow-moving herbivore, relying on its size for protection against predators."
pencil-lead.png,Pencil Lead,0.0007,Everyday Objects,"People use pencil lead a lot. Oh, by the way, this is mechanical pencil lead. On another note, the largest pencil contained 2,000 kilograms of graphite. That's about three times heavier than a human! And by human I mean the heaviest human ever."
phobos.png,Phobos,23000,Solar System,"Phobos is the larger of the two Martian moons. Still, it is quite small! Did you know that if you were standing on Phobos, its gravity would be so weak that you could throw a baseball and it wouldn't come back down?"
phospholipid.png,Phospholipid,2.5e-9,Chemistry,"Phospholipids are beautifully amazing little molecules, and you have millions of millions of millions of them in your body. Phospholipids are actually a special type of lipid that make up cell membranes."
phospholipid-bilayer.png,Phospholipid Bilayer,5e-9,Chemistry,"Cell membranes are made of phospholipid bilayers. Phospholipid bilayers can form naturally because the heads attract to water and the tails repel from water. As a result, tails clump together, forming the bilayer."
pillars-of-creation.png,Pillars of Creation,38000000000000000,Nebulae,"The Pillars of Creation lie within the Eagle Nebula. The Eagle Nebula is 7,000 light-years away from us. Evidence shows that the Pillars of Creation were destroyed by a supernova about 6,000 years ago, so we only have another millennium to see it."
pinwheel-galaxy.png,Pinwheel Galaxy,1.7e+21,Galaxies,"When this galaxy was first discovered, it was believed to be a nebula. It's not; it's a galaxy. It's also called Messier 101, because it was the 101st Messier object to be cataloged."
pistol-star.png,Pistol Star,1.2E+12,Stars,"The Pistol Star is one of the most luminous stars known. In twenty seconds, it radiates as much energy as the Sun does in a year. Interstellar dust prevents us from seeing it. It's called the Pistol Star not because of its luminosity, but because it's in the Pistol Nebula."
planck-length.png,Planck Length,1.6e-35,Subatomic Physics,"The planck length (lp) is a unit of length. There is also a Planck time, which is the amount of time it takes light to travel one Planck length in a vacuum. (Super short!)"
pluto.png,Pluto,2300000,Solar System,"Pluto is no longer a planet. Why do people feel sympathy for it? It has no feelings. Even if it did, why would it care about what people way over on Earth thought? On another note, Pluto's official name is now ""134340 Pluto” because it's a dwarf planet."
polaris.png,Polaris,52000000000,Stars,"Polaris is known as the North Star. It is very near the north pole, so if you want to know which way is north, just try to find Polaris. Locate the two stars on the far side of the Big Dipper, and go upward."
pollux.png,Pollux,2700000000,Stars,"In Greek mythology, Pollux's twin is Castor. They are also stars in the constellation Gemini, meaning ""twins"". However, in reality, Pollux is a single star, while Castor is three binary stars, for a total of six stars. Castor is a set of sextuplets!"
porcine-circovirus.png,Porcine circovirus,1.7e-8,Microbiology,"The Porcine circovirus is one of the smallest viruses. It only requires three proteins to replicate. If you consider viruses to be alive, then the Porcine circovirus is the smallest living thing. However, scientists disagree whether viruses are alive or not."
procyon.png,Procyon,2800000000,Stars,"Did you know that over the next 10 million years, Procyon will grow to 100 times its current diameter and become red? This is because Procyon's hydrogen is now all helium. The Sun will do the same thing in a couple billion years."
proton.png,Proton,1.75e-15,Subatomic Physics,"Protons are found within an atom's nucleus. They are thousands of times smaller than the atom itself. They have two up quarks and one down quark. Therefore, the proton's charge is +2/3+2/3-1/3 = +1."
proxima-centauri.png,Proxima Centauri,,Stars,"Proxima Centauri is known as being the closest star to Earth other than the Sun. Its name comes from the word ""proximity"". Proxima Centauri is a small red star. Unfortunately, it is so dim, you need a telescope to see it."
psittacosaurus.png,Psittacosaurus,1.995262315,Biology,"A small, parrot-beaked ceratopsian dinosaur from the Early Cretaceous (approximately 125–100 million years ago). It measured about 6.5 feet (2 meters) in length and weighed around 44 pounds (20 kilograms). Known for its distinctive short beak, similar to a parrot's, Psittacosaurus was a herbivore, feeding on tough vegetation. Some species had long filament-like structures on their tails, which might have been used for display."
pumpkin.png,Pumpkin,0.251188643,Biology,Pumpkin is the name of this adorable little cat that belongs to the artist who drew these dinosaurs! This may not be a dinosaur... but this gives a great sense of scale when comparing the gigantic dinosaurs of the past!
quail-egg.png,Quail Egg,0.03,Biology,"Many people think that quail eggs are better than chicken eggs. The quail egg is smaller and more rare than the chicken egg, but that doesn't stop some people from loving them!"
quantum-foam.png,Quantum Foam,9.3e-36,Subatomic Physics,"According to the spacetime theory, quantum foam, which is also known as spacetime foam, is the foundation of the fabric of the universe. It is impossible to directly observe or measure this because it is so small."
quaoar.png,Quaoar,1100000,Solar System,"Some scientists used to think Quaoar had a dense core because a pluto-sized object hit it and stripped away its outer layers, but now we know Quaoar is much lighter than we originally assumed. Even so, it's almost as heavy and big as Pluto's moon Charon,"
r-doradus.png,R Doradus,409999999999.9999,Stars,"R Doradus is relatively large and is only 200 light-years from Earth, so its apparent size is the second largest in the sky! It is 0.05 arcseconds across. The Sun is the largest, at 1,920 arcseconds - 40,000 times larger."
rafflesia.png,Rafflesia,1,Biology,"The Rafflesia is the largest single flower in the world. It can weigh up to 10 kilograms, which is actually pretty heavy. The flower smells like rotting flesh to attract flies, which will pollinate it."
range-of-the-weak-force.png,Range of the Weak Force,1e-17,Subatomic Physics,"The weak force is one of the four fundamental forces of nature, and is the weaker of the two nuclear forces. As distance increases, its strength decreases. At just 10 attometers, the weak force is so weak it is unmeasurable."
red-blood-cell.png,Red Blood Cell,0.000007,Microbiology,"Around one quarter of all human cells are red blood cells. They circulate through one cycle every 20 seconds, and only live around four months. The dent allows for more surface area, which means it's easier to transport oxygen. Oh, and they have no nucleus."
red-light-wavelength.png,Red Light Wavelength,7.5e-7,Electromagnetic Spectrum,"Red is the first color of the rainbow, and the longest wavelength of light we humans can see. It stimulates appetite. That's why so many food companies have red in their logo. They want you to eat! In short, they're trying to fool your brain."
redwood-tree.png,Redwood Tree,100,Biology,"The redwood tree is the tallest tree species in the world. Its height, combined with that of an ant's, is greater than any human's! However, the universe is still 10^25 times larger."
regulus.png,Regulus,6100000000,Stars,"Regulus spins so quickly it bulges, just like Altair and Vega. If Regulus were to spin 16% faster, it would rip apart! Regulus is also the brightest star in the constellation Leo. There's also Regulus B & C."
rhamphornychus.png,Rhamphornychus,1.25025903,Biology,"A genus of long-tailed pterosaurs from the Late Jurassic (about 150 million years ago). With a wingspan of approximately 3–6 feet (1–2 meters), Rhamphorhynchus had a lightweight body, long jaws with sharp teeth, and a distinctive diamond-shaped vane at the end of its tail. It likely fed on fish, using its long teeth to snatch prey from the water while in flight."
rhode-island.png,Rhode Island,75000,Geography,"Rhode Island is the smallest state in the U. S. A. However, it could still fit the world's population on it. Did you know that Rhode Island has the longest official state name? (The State of Rhode Island and Providence Plantations)"
rigel.png,Rigel,1.1E+11,Stars,"Rigel is a blazing blue star, and the brightest star in the constellation of Orion. It lies near the equator, so it is visible from almost anywhere on Earth. Also, don't call it ""wriggle"" because it's pronounced like ""rye-jel""."
ring-nebula.png,Ring Nebula,24000000000000000,Nebulae,"The Ring Nebula looks a lot like a ring. The old belief was that all planetary nebulae were ring-shaped like this one, but that is now known to not be true. There are other shapes planetary nebulae can be."
rosette-nebula.png,Rosette Nebula,1200000000000000000,Nebulae,"The Rosette Nebula is very large, but very faint. It looks like a fiery rose and a rosy fire. It's approximately 5,000 light-years away from us and has a mass of 10,000 Suns. (3 billion Earths)"
rotten-egg-nebula.png,Rotten Egg Nebula,130000000000000000,Nebulae,"The Rotten Egg Nebula has sulfur in it. That's probably why this nebula is called the Rotten Egg Nebula. I think it looks a bit like a raw egg, where the blue is the cracked shell and the yellow is the yolk spilling out."
russells-teapot.png,Russell's Teapot,0.25,Everyday Objects,"Bertrand Russell said that there was a teapot orbiting the Sun between Earth and Mars. No one could disprove him because such a teapot would be too tiny to see so far away. Even though the teapot's existence could not be disproven, it seems illogical to believe it exists."
rwanda.png,Rwanda,240000,Geography,"Rwanda is a country in eastern-central Africa and is known as ""The Land of a Thousand Hills"". Did you know that Rwanda as a country ranks 144th in land area? That means there are only 143 countries larger than it."
s-doradus.png,S Doradus,5.3E+11,Stars,"S Doradus is a hypergiant, as well as one of the brightest stars in the Large Magellanic Cloud. For more about the Large Magellanic Cloud, zoom out 8.5 orders of magnitude."
sagittarius-dwarf-galaxy.png,Sagittarius Dwarf Galaxy,94000000000000000000,Galaxies,"The Sagittarius Dwarf Spheroidal Galaxy is one of the Milky Way's satellite galaxies. It is only 65,000 light-years distant! It is an elliptical galaxy, and a dwarf one as well. It was not discovered until 1994, because it's on the opposite side of the Milky Way from us."
saguaro-cactus.png,Saguaro Cactus,6,Biology,"Not all Saguaro cacti grow to be 14 meters tall, unfortunately. Some may only be a measly five meters tall. Some are armless - those are called spears. It takes saguaro cacti 75 years to fully grow an arm, while it takes humans less than 20."
saturn.png,Saturn,120000000,Solar System,"Saturn has the widest, most visible rings of the Solar System. Galileo, who was the first person to see these rings, first thought they were ""ears"". Can you imagine a Saturn without rings? It would be just a yellow ball."
saturn-v.png,Saturn V,110,Human Structures,"Saturn V is the tallest and heaviest rocket ever! That's pretty cool. It was used from 1968-1972 and was the only vehicle used to launch humans far away from the Earth, to places such as the Moon."
sedna.png,Sedna,1000000,Chemistry,"Sedna has a very elliptical orbit. It is so far away it takes 10,000 Earth years to complete one orbit. You probably realized that ""Sedna"" backwards is ""Andes”, the world's longest mountain range (It's in South America). Both may seem other-worldly!"
shrew.png,Shrew,0.1,Biology,"Shrews are great little thingies. Their metabolism rate is so high they must eat their body weight every single day! Also, 10% of their body weight is their brain. That's the highest of any animal, including humans!"
silt-particle.png,Silt Particle,0.00005,Everyday Objects,"According to the Udden-Wentworth scale, silt particles vary from the smallest of 1/256 mm to the largest of 1/16 mm. This silt particle to the right falls into that range quite well."
sirius-a.png,Sirius A,2300000000,Stars,"Sirius is the brightest star in the night sky. It is almost twice as bright as Canopus, the second brightest star. However, Sirius is not a large star. It only appears bright because it is close to us, at only eight light-years away."
sirius-b.png,Sirius B,11000000,Stars,"Sirius B is a white dwarf. It's barely bigger than the Earth! It's usually pretty hard to see because it is hidden by Sirius A's blinding light. Sirius B is known as ""The Pup""."
skin-cell.png,Skin Cell,0.000035,Microbiology,"The outermost layer of skin, which is also the only visible layer of skin, is made up of dead cells. That's because dead cells are the strongest, and stronger skin provides more protection! These cells continuously fall off. In fact, dust is 95% dead skin cells!"
sleet.png,Sleet,0.005,Everyday Objects,"Sleet, which falls from the sky, is made of ice pellets. That ball to the left is an ice pellet. Sleet is similar to snow, but it's much denser. You also may have noticed that sleet is significantly smaller than hail."
small-magellanic-cloud.png,Small Magellanic Cloud,66000000000000000000,Galaxies,"The Small Magellanic Cloud is only called small because it is smaller than the galaxy nearest to it, the Large Magellanic Cloud. If the Large Magellanic Cloud were smaller, the Small Magellanic Cloud would be called the Large Magellanic Cloud!"
smallest-object-visible-to-the-naked-eye.png,Smallest Object Visible to the Naked Eye,0.0001,Measurement,"Under optimal conditions, the naked eye can see objects as small as 0.1 millimeters. That means that anything smaller than this circle is impossible for you to see without a microscope. You're missing out quite a lot, you know!"
smallest-thing-visible-to-an-electron-microscope.png,Smallest Thing Visible to an Electron Microscope,5e-11,Measurement,Electron microscopes allow us to see very small things (like atoms) that would otherwise be invisible because they are smaller than the wavelength of visible light.
smallest-thing-visible-to-an-optical-microscope.png,Smallest Thing Visible to an Optical Microscope,2e-7,Measurement,Optical microscopes cannot see objects smaller than 200 nanometers because the wavelengths of visible light will pass right through them.
sombrero-galaxy.png,Sombrero Galaxy,459999999999999900000,Galaxies,"Do you think the Sombrero Galaxy looks like a sombrero? I'm not sure. Oh! Did you know that there is a supermassive black hole in the center of this galaxy? Most large galaxies have supermassive black holes, even our Milky Way!"
spica.png,Spica,10000000000,Stars,"Spica is the fifteenth brightest star in the night sky and lies in the constellation Virgo. It's actually a binary star system. The two stars are very close, and they orbit every four days."
square-inch.png,Square Inch,0.025,Everyday Objects,"If you aren't accustomed to the metric system, here's a square inch. Unfortunately for you, almost everything else is in the metric system. Also, 2.5 centimeters is the length of one side, not the area. (That would be in cm^2.)"
statue-of-liberty.png,Statue of Liberty,93,Human Structures,"Although the Statue of Liberty is a symbol of America, it was actually built in France. It was based off of an ancient statue of the Greek Sun god Helios. The Statue of Liberty is pretty cool, even though the torch has been closed since 1916 because it is dangerous."
stingray-nebula.png,Stingray Nebula,1500000000000000,Nebulae,"The Stingray Nebula is a planetary nebula. It is relatively young, and is constantly growing. Whoever named this nebula must have thought it looked like a stingray. Do you?"
strange-quark.png,Strange Quark,4e-21,Subatomic Physics,"Strange quarks are very strange. They are 50 times as massive as up quarks, but are still smaller! Isn't that strange? Very much so! ""Strange matter"" is made up of up, down, and strange quarks!"
string.png,String,9.3e-36,Subatomic Physics,"According to string theory, strings are one-dimensional, but vibrate in all the other dimensions. This string, however, is not the same string that is used for flying kites. That string is between 10^32 and 10^33 times larger."
sun.png,Sun,1400000000,Stars,"Also known as Sol, the Sun is what gives Earth the energy that makes it able to have life. The Sun is over 100 times larger in diameter than Earth! 20,000 times more solar energy hits the Earth than the human race uses."
sunflower.png,Sunflower,2.5,Biology,"Did you know that the ""flower"" of a sunflower is not a single flower, but actually a flower head made up of thousands of small flowers? These small flowers are called florets. The florets in the center become sunflower seeds, which are currently invisible at this scale."
sunflower-seed.png,Sunflower Seed,0.007,Biology,"Sunflower seeds are exhilaratingly delicious. They are so yummy, they can be made into ""sunflower seed bread""! Sunflower seeds are not real seeds. They are the fruits of the sunflower! They are only called ""seeds"" because they resemble other seeds."
tadpole-galaxy.png,Tadpole Galaxy,4e+21,Galaxies,"The tadpole galaxy has a trail of stars. They were probably formed when another galaxy collided into it. Just like tadpoles, the Tadpole Galaxy is expected to lose its tail as it gets older."
tarantula-nebula.png,Tarantula Nebula,18000000000000000000,Nebulae,"The Tarantula Nebula is the largest known nebula. It can be found in the Large Magellanic cloud. It's very bright, with an absolute magnitude is -11. It is the brightest nebula ever discovered."
texas.png,Texas,1200000,Geography,"Texas is the only state to have the same rank in both population and land area, which is second. If Puerto Rico were to be counted, Mississippi would rank in 32nd in both categories, but it's not, because Puerto Rico is not a state."
thickness-of-paper.png,Thickness of Paper,0.00015,Everyday Objects,"Paper is very thin. It's so thin it can give you a paper cut. You can do a lot of things with paper, including writing on it, drawing on it, and even folding it into shapes like squares and triangles and dodecahedrons and others."
thou.png,Thou,0.0000254,Everyday Objects,"Although the word ""thou"" is most commonly known as being an old form of the word ""you"", a thou is also a unit of measurement. It is equal to one thousandth of an inch; in fact, that's where it gets its name. THOUsandth. Pretty cool."
titan.png,Titan,5200000,Solar System,"Titan is Saturn's only large moon. It has a very thick atmosphere, which is mostly made up of nitrogen. Earth's atmosphere is also mostly nitrogen. Titan has seas of liquid methane. (It's around -180 °C.) There's even a continent called ""Xanadu""."
titanic.png,Titanic,270,Human Structures,"The Titanic sank when it hit an iceberg. Although it was capable of holding enough lifeboats for 4,000 people, they decided they only needed enough lifeboats for 1,178 people. There were 2,228 people on the Titanic."
